filename,label,original_file,duration_sec
mixed_sound_749.wav,1,mixed_sound_749.wav,3.0
mixed_sound_704.wav,1,mixed_sound_704.wav,3.0
mixed_sound_318_1.wav,1,mixed_sound_318_1.wav,3.0
mixed_sound_699.wav,1,mixed_sound_699.wav,3.0
mixed_sound_745.wav,1,mixed_sound_745.wav,3.0
mixed_sound_264_1.wav,1,mixed_sound_264_1.wav,3.0
sound_189_1.wav,1,sound_189_1.wav,3.0
ambulance889.wav,1,ambulance889.wav,3.0
mixed_sound_774.wav,1,mixed_sound_774.wav,3.0
mixed_sound_743.wav,1,mixed_sound_743.wav,3.0
sound_813.wav,1,sound_813.wav,3.0
sound_211.wav,1,sound_211.wav,3.0
mixed_sound_354_1.wav,1,mixed_sound_354_1.wav,3.0
mixed_sound_691.wav,1,mixed_sound_691.wav,3.0
mixed_sound_225.wav,1,mixed_sound_225.wav,3.0
sound_307.wav,1,sound_307.wav,3.0
mixed_sound_773.wav,1,mixed_sound_773.wav,3.0
mixed_sound_236_1.wav,1,mixed_sound_236_1.wav,3.0
mixed_sound_760_1.wav,1,mixed_sound_760_1.wav,3.0
mixed_sound_379_1.wav,1,mixed_sound_379_1.wav,3.0
mixed_sound_270_1.wav,1,mixed_sound_270_1.wav,3.0
mixed_sound_362.wav,1,mixed_sound_362.wav,3.0
sound_280.wav,1,sound_280.wav,3.0
sound_396_1.wav,1,sound_396_1.wav,3.0
sound_375.wav,1,sound_375.wav,3.0
sound_241.wav,1,sound_241.wav,3.0
mixed_sound_686_1.wav,1,mixed_sound_686_1.wav,3.0
mixed_sound_707.wav,1,mixed_sound_707.wav,3.0
mixed_sound_286_1.wav,1,mixed_sound_286_1.wav,3.0
sound_805.wav,1,sound_805.wav,3.0
mixed_sound_204.wav,1,mixed_sound_204.wav,3.0
ambulance892.wav,1,ambulance892.wav,3.0
mixed_sound_688_1.wav,1,mixed_sound_688_1.wav,3.0
sound_381_1.wav,1,sound_381_1.wav,3.0
mixed_sound_816_1.wav,1,mixed_sound_816_1.wav,3.0
sound_375_1.wav,1,sound_375_1.wav,3.0
mixed_sound_811_1.wav,1,mixed_sound_811_1.wav,3.0
mixed_sound_348.wav,1,mixed_sound_348.wav,3.0
sound_115.wav,1,sound_115.wav,3.0
sound_134.wav,1,sound_134.wav,3.0
sound_226.wav,1,sound_226.wav,3.0
sound_823_1.wav,1,sound_823_1.wav,3.0
mixed_sound_687.wav,1,mixed_sound_687.wav,3.0
mixed_sound_709_1.wav,1,mixed_sound_709_1.wav,3.0
mixed_sound_710.wav,1,mixed_sound_710.wav,3.0
sound_801_1.wav,1,sound_801_1.wav,3.0
mixed_sound_275_1.wav,1,mixed_sound_275_1.wav,3.0
mixed_sound_749_1.wav,1,mixed_sound_749_1.wav,3.0
sound_180_1.wav,1,sound_180_1.wav,3.0
mixed_sound_721_1.wav,1,mixed_sound_721_1.wav,3.0
sound_808.wav,1,sound_808.wav,3.0
mixed_sound_754_1.wav,1,mixed_sound_754_1.wav,3.0
sound_173.wav,1,sound_173.wav,3.0
mixed_sound_750_1.wav,1,mixed_sound_750_1.wav,3.0
mixed_sound_296_1.wav,1,mixed_sound_296_1.wav,3.0
mixed_sound_248.wav,1,mixed_sound_248.wav,3.0
mixed_sound_360_1.wav,1,mixed_sound_360_1.wav,3.0
sound_135.wav,1,sound_135.wav,3.0
mixed_sound_349_1.wav,1,mixed_sound_349_1.wav,3.0
mixed_sound_310.wav,1,mixed_sound_310.wav,3.0
sound_238.wav,1,sound_238.wav,3.0
sound_392_1.wav,1,sound_392_1.wav,3.0
mixed_sound_250.wav,1,mixed_sound_250.wav,3.0
mixed_sound_294.wav,1,mixed_sound_294.wav,3.0
mixed_sound_742.wav,1,mixed_sound_742.wav,3.0
mixed_sound_309.wav,1,mixed_sound_309.wav,3.0
sound_355_1.wav,1,sound_355_1.wav,3.0
sound_187_1.wav,1,sound_187_1.wav,3.0
sound_383.wav,1,sound_383.wav,3.0
mixed_sound_814.wav,1,mixed_sound_814.wav,3.0
mixed_sound_207.wav,1,mixed_sound_207.wav,3.0
mixed_sound_820_1.wav,1,mixed_sound_820_1.wav,3.0
mixed_sound_266_1.wav,1,mixed_sound_266_1.wav,3.0
mixed_sound_766.wav,1,mixed_sound_766.wav,3.0
sound_139.wav,1,sound_139.wav,3.0
ambulance864.wav,1,ambulance864.wav,3.0
sound_799_1.wav,1,sound_799_1.wav,3.0
sound_153.wav,1,sound_153.wav,3.0
mixed_sound_735_1.wav,1,mixed_sound_735_1.wav,3.0
mixed_sound_246.wav,1,mixed_sound_246.wav,3.0
mixed_sound_278_1.wav,1,mixed_sound_278_1.wav,3.0
mixed_sound_378.wav,1,mixed_sound_378.wav,3.0
mixed_sound_203_1.wav,1,mixed_sound_203_1.wav,3.0
mixed_sound_708_1.wav,1,mixed_sound_708_1.wav,3.0
mixed_sound_689.wav,1,mixed_sound_689.wav,3.0
mixed_sound_307.wav,1,mixed_sound_307.wav,3.0
mixed_sound_336.wav,1,mixed_sound_336.wav,3.0
mixed_sound_784.wav,1,mixed_sound_784.wav,3.0
mixed_sound_797.wav,1,mixed_sound_797.wav,3.0
mixed_sound_741_1.wav,1,mixed_sound_741_1.wav,3.0
mixed_sound_288.wav,1,mixed_sound_288.wav,3.0
mixed_sound_685.wav,1,mixed_sound_685.wav,3.0
mixed_sound_747.wav,1,mixed_sound_747.wav,3.0
mixed_sound_815_1.wav,1,mixed_sound_815_1.wav,3.0
sound_791.wav,1,sound_791.wav,3.0
ambulance906.wav,1,ambulance906.wav,3.0
mixed_sound_316.wav,1,mixed_sound_316.wav,3.0
sound_240.wav,1,sound_240.wav,3.0
sound_107.wav,1,sound_107.wav,3.0
mixed_sound_267_1.wav,1,mixed_sound_267_1.wav,3.0
sound_301.wav,1,sound_301.wav,3.0
mixed_sound_203.wav,1,mixed_sound_203.wav,3.0
mixed_sound_774_1.wav,1,mixed_sound_774_1.wav,3.0
ambulance863.wav,1,ambulance863.wav,3.0
sound_126.wav,1,sound_126.wav,3.0
mixed_sound_208_1.wav,1,mixed_sound_208_1.wav,3.0
sound_227.wav,1,sound_227.wav,3.0
sound_141.wav,1,sound_141.wav,3.0
mixed_sound_264.wav,1,mixed_sound_264.wav,3.0
mixed_sound_380_1.wav,1,mixed_sound_380_1.wav,3.0
sound_130.wav,1,sound_130.wav,3.0
sound_354.wav,1,sound_354.wav,3.0
mixed_sound_249_1.wav,1,mixed_sound_249_1.wav,3.0
sound_395.wav,1,sound_395.wav,3.0
mixed_sound_209_1.wav,1,mixed_sound_209_1.wav,3.0
mixed_sound_692.wav,1,mixed_sound_692.wav,3.0
sound_365.wav,1,sound_365.wav,3.0
sound_784.wav,1,sound_784.wav,3.0
mixed_sound_363_1.wav,1,mixed_sound_363_1.wav,3.0
mixed_sound_372_1.wav,1,mixed_sound_372_1.wav,3.0
sound_821_1.wav,1,sound_821_1.wav,3.0
sound_166.wav,1,sound_166.wav,3.0
mixed_sound_758.wav,1,mixed_sound_758.wav,3.0
mixed_sound_777.wav,1,mixed_sound_777.wav,3.0
mixed_sound_768.wav,1,mixed_sound_768.wav,3.0
mixed_sound_727.wav,1,mixed_sound_727.wav,3.0
mixed_sound_291.wav,1,mixed_sound_291.wav,3.0
mixed_sound_778.wav,1,mixed_sound_778.wav,3.0
mixed_sound_287.wav,1,mixed_sound_287.wav,3.0
sound_118.wav,1,sound_118.wav,3.0
mixed_sound_733_1.wav,1,mixed_sound_733_1.wav,3.0
mixed_sound_236.wav,1,mixed_sound_236.wav,3.0
sound_384_1.wav,1,sound_384_1.wav,3.0
sound_819.wav,1,sound_819.wav,3.0
sound_272.wav,1,sound_272.wav,3.0
mixed_sound_820.wav,1,mixed_sound_820.wav,3.0
sound_181.wav,1,sound_181.wav,3.0
sound_374_1.wav,1,sound_374_1.wav,3.0
sound_298.wav,1,sound_298.wav,3.0
mixed_sound_333_1.wav,1,mixed_sound_333_1.wav,3.0
mixed_sound_693.wav,1,mixed_sound_693.wav,3.0
mixed_sound_278.wav,1,mixed_sound_278.wav,3.0
sound_802.wav,1,sound_802.wav,3.0
mixed_sound_365_1.wav,1,mixed_sound_365_1.wav,3.0
sound_398_1.wav,1,sound_398_1.wav,3.0
mixed_sound_253_1.wav,1,mixed_sound_253_1.wav,3.0
mixed_sound_827_1.wav,1,mixed_sound_827_1.wav,3.0
sound_257.wav,1,sound_257.wav,3.0
mixed_sound_763_1.wav,1,mixed_sound_763_1.wav,3.0
mixed_sound_795_1.wav,1,mixed_sound_795_1.wav,3.0
mixed_sound_354.wav,1,mixed_sound_354.wav,3.0
mixed_sound_239.wav,1,mixed_sound_239.wav,3.0
sound_797_1.wav,1,sound_797_1.wav,3.0
ambulance898.wav,1,ambulance898.wav,3.0
sound_175.wav,1,sound_175.wav,3.0
mixed_sound_218.wav,1,mixed_sound_218.wav,3.0
mixed_sound_728.wav,1,mixed_sound_728.wav,3.0
sound_804_1.wav,1,sound_804_1.wav,3.0
mixed_sound_267.wav,1,mixed_sound_267.wav,3.0
sound_796_1.wav,1,sound_796_1.wav,3.0
sound_269.wav,1,sound_269.wav,3.0
sound_810_1.wav,1,sound_810_1.wav,3.0
mixed_sound_723.wav,1,mixed_sound_723.wav,3.0
sound_782_1.wav,1,sound_782_1.wav,3.0
mixed_sound_322.wav,1,mixed_sound_322.wav,3.0
sound_171.wav,1,sound_171.wav,3.0
mixed_sound_752.wav,1,mixed_sound_752.wav,3.0
ambulance902.wav,1,ambulance902.wav,3.0
mixed_sound_718.wav,1,mixed_sound_718.wav,3.0
ambulance887.wav,1,ambulance887.wav,3.0
ambulance873.wav,1,ambulance873.wav,3.0
sound_154_1.wav,1,sound_154_1.wav,3.0
sound_244.wav,1,sound_244.wav,3.0
sound_232.wav,1,sound_232.wav,3.0
mixed_sound_220_1.wav,1,mixed_sound_220_1.wav,3.0
sound_191.wav,1,sound_191.wav,3.0
mixed_sound_204_1.wav,1,mixed_sound_204_1.wav,3.0
sound_795_1.wav,1,sound_795_1.wav,3.0
sound_219.wav,1,sound_219.wav,3.0
mixed_sound_732.wav,1,mixed_sound_732.wav,3.0
mixed_sound_280_1.wav,1,mixed_sound_280_1.wav,3.0
sound_825.wav,1,sound_825.wav,3.0
sound_377_1.wav,1,sound_377_1.wav,3.0
mixed_sound_724_1.wav,1,mixed_sound_724_1.wav,3.0
mixed_sound_703_1.wav,1,mixed_sound_703_1.wav,3.0
sound_147.wav,1,sound_147.wav,3.0
mixed_sound_764_1.wav,1,mixed_sound_764_1.wav,3.0
sound_368_1.wav,1,sound_368_1.wav,3.0
mixed_sound_375.wav,1,mixed_sound_375.wav,3.0
sound_371_1.wav,1,sound_371_1.wav,3.0
mixed_sound_807_1.wav,1,mixed_sound_807_1.wav,3.0
sound_380_1.wav,1,sound_380_1.wav,3.0
