filename,label,original_file,duration_sec
sound_189_1.wav,1,sound_189_1.wav,3.0
ambulance889.wav,1,ambulance889.wav,3.0
sound_813.wav,1,sound_813.wav,3.0
sound_211.wav,1,sound_211.wav,3.0
sound_307.wav,1,sound_307.wav,3.0
sound_280.wav,1,sound_280.wav,3.0
sound_396_1.wav,1,sound_396_1.wav,3.0
sound_375.wav,1,sound_375.wav,3.0
sound_241.wav,1,sound_241.wav,3.0
sound_805.wav,1,sound_805.wav,3.0
ambulance892.wav,1,ambulance892.wav,3.0
sound_381_1.wav,1,sound_381_1.wav,3.0
sound_375_1.wav,1,sound_375_1.wav,3.0
sound_115.wav,1,sound_115.wav,3.0
sound_134.wav,1,sound_134.wav,3.0
sound_226.wav,1,sound_226.wav,3.0
sound_823_1.wav,1,sound_823_1.wav,3.0
sound_801_1.wav,1,sound_801_1.wav,3.0
sound_180_1.wav,1,sound_180_1.wav,3.0
sound_808.wav,1,sound_808.wav,3.0
sound_173.wav,1,sound_173.wav,3.0
sound_135.wav,1,sound_135.wav,3.0
sound_238.wav,1,sound_238.wav,3.0
sound_392_1.wav,1,sound_392_1.wav,3.0
sound_355_1.wav,1,sound_355_1.wav,3.0
sound_187_1.wav,1,sound_187_1.wav,3.0
sound_383.wav,1,sound_383.wav,3.0
sound_139.wav,1,sound_139.wav,3.0
ambulance864.wav,1,ambulance864.wav,3.0
sound_799_1.wav,1,sound_799_1.wav,3.0
sound_153.wav,1,sound_153.wav,3.0
sound_791.wav,1,sound_791.wav,3.0
ambulance906.wav,1,ambulance906.wav,3.0
sound_240.wav,1,sound_240.wav,3.0
sound_107.wav,1,sound_107.wav,3.0
sound_301.wav,1,sound_301.wav,3.0
ambulance863.wav,1,ambulance863.wav,3.0
sound_126.wav,1,sound_126.wav,3.0
sound_227.wav,1,sound_227.wav,3.0
sound_141.wav,1,sound_141.wav,3.0
sound_130.wav,1,sound_130.wav,3.0
sound_354.wav,1,sound_354.wav,3.0
sound_395.wav,1,sound_395.wav,3.0
sound_365.wav,1,sound_365.wav,3.0
sound_784.wav,1,sound_784.wav,3.0
sound_821_1.wav,1,sound_821_1.wav,3.0
sound_166.wav,1,sound_166.wav,3.0
sound_118.wav,1,sound_118.wav,3.0
sound_384_1.wav,1,sound_384_1.wav,3.0
sound_819.wav,1,sound_819.wav,3.0
sound_272.wav,1,sound_272.wav,3.0
sound_181.wav,1,sound_181.wav,3.0
sound_374_1.wav,1,sound_374_1.wav,3.0
sound_298.wav,1,sound_298.wav,3.0
sound_802.wav,1,sound_802.wav,3.0
sound_398_1.wav,1,sound_398_1.wav,3.0
sound_257.wav,1,sound_257.wav,3.0
sound_797_1.wav,1,sound_797_1.wav,3.0
ambulance898.wav,1,ambulance898.wav,3.0
sound_175.wav,1,sound_175.wav,3.0
sound_804_1.wav,1,sound_804_1.wav,3.0
sound_796_1.wav,1,sound_796_1.wav,3.0
sound_269.wav,1,sound_269.wav,3.0
sound_810_1.wav,1,sound_810_1.wav,3.0
sound_782_1.wav,1,sound_782_1.wav,3.0
sound_171.wav,1,sound_171.wav,3.0
ambulance902.wav,1,ambulance902.wav,3.0
ambulance887.wav,1,ambulance887.wav,3.0
ambulance873.wav,1,ambulance873.wav,3.0
sound_154_1.wav,1,sound_154_1.wav,3.0
sound_244.wav,1,sound_244.wav,3.0
sound_232.wav,1,sound_232.wav,3.0
sound_191.wav,1,sound_191.wav,3.0
sound_795_1.wav,1,sound_795_1.wav,3.0
sound_219.wav,1,sound_219.wav,3.0
sound_825.wav,1,sound_825.wav,3.0
sound_377_1.wav,1,sound_377_1.wav,3.0
sound_147.wav,1,sound_147.wav,3.0
sound_368_1.wav,1,sound_368_1.wav,3.0
sound_371_1.wav,1,sound_371_1.wav,3.0
sound_380_1.wav,1,sound_380_1.wav,3.0
sound_390.wav,1,sound_390.wav,3.0
sound_214.wav,1,sound_214.wav,3.0
ambulance901.wav,1,ambulance901.wav,3.0
ambulance860.wav,1,ambulance860.wav,3.0
sound_172_1.wav,1,sound_172_1.wav,3.0
sound_229.wav,1,sound_229.wav,3.0
sound_299.wav,1,sound_299.wav,3.0
sound_192_1.wav,1,sound_192_1.wav,3.0
sound_165.wav,1,sound_165.wav,3.0
sound_822.wav,1,sound_822.wav,3.0
sound_373_1.wav,1,sound_373_1.wav,3.0
sound_153_1.wav,1,sound_153_1.wav,3.0
sound_110.wav,1,sound_110.wav,3.0
sound_193_1.wav,1,sound_193_1.wav,3.0
sound_300.wav,1,sound_300.wav,3.0
sound_389_1.wav,1,sound_389_1.wav,3.0
sound_309.wav,1,sound_309.wav,3.0
sound_120.wav,1,sound_120.wav,3.0
sound_803.wav,1,sound_803.wav,3.0
sound_787.wav,1,sound_787.wav,3.0
sound_384.wav,1,sound_384.wav,3.0
sound_146.wav,1,sound_146.wav,3.0
sound_228.wav,1,sound_228.wav,3.0
sound_124.wav,1,sound_124.wav,3.0
sound_168.wav,1,sound_168.wav,3.0
sound_178.wav,1,sound_178.wav,3.0
sound_165_1.wav,1,sound_165_1.wav,3.0
sound_274.wav,1,sound_274.wav,3.0
sound_816_1.wav,1,sound_816_1.wav,3.0
sound_220.wav,1,sound_220.wav,3.0
sound_196_1.wav,1,sound_196_1.wav,3.0
sound_116.wav,1,sound_116.wav,3.0
sound_254.wav,1,sound_254.wav,3.0
sound_354_1.wav,1,sound_354_1.wav,3.0
sound_131.wav,1,sound_131.wav,3.0
sound_351_1.wav,1,sound_351_1.wav,3.0
sound_391.wav,1,sound_391.wav,3.0
sound_804.wav,1,sound_804.wav,3.0
ambulance857.wav,1,ambulance857.wav,3.0
sound_306.wav,1,sound_306.wav,3.0
ambulance866.wav,1,ambulance866.wav,3.0
sound_159.wav,1,sound_159.wav,3.0
